SYMBOL,SERIES,Adjusted_52_Week_High,52WH_Date,Adjusted_52_Week_Low,52WL_Date
BLSE,EQ,    237.50,17-JUN-2026,    124.30,09-MAR-2026
BLUEDART,EQ,   7080.00,02-JUL-2025,   4628.50,08-JUN-2026
BLUEJET,EQ,   1027.80,21-JUL-2025,    325.00,30-MAR-2026
BLUESTARCO,EQ,   2040.00,04-SEP-2025,   1450.00,02-APR-2026
BLUESTONE,EQ,    793.00,09-OCT-2025,    399.80,17-FEB-2026
BLUSPRING,EQ,    119.50,18-JUN-2026,     43.98,23-MAR-2026
BMWVENTLTD,EQ,     78.00,01-OCT-2025,     48.00,30-MAR-2026
BNALTD,EQ,    465.00,27-APR-2026,    310.40,01-JUN-2026
BOHRAIND,EQ,     35.58,13-AUG-2025,     14.52,21-JAN-2026
BOMDYEING,EQ,    196.75,24-JUL-2025,     92.00,30-MAR-2026
BONLON,EQ,     57.00,11-MAY-2026,     34.51,30-MAR-2026
BORANA,EQ,    420.00,26-FEB-2026,    211.00,04-SEP-2025
BOROLTD,EQ,    397.95,24-SEP-2025,    213.73,23-MAR-2026
BORORENEW,EQ,    721.00,12-NOV-2025,    374.40,30-MAR-2026
BOROSCI,EQ,    190.79,18-JUL-2025,     96.64,30-MAR-2026
BOSCH-HCIL,EQ,   1849.00,04-JUL-2025,   1021.30,30-MAR-2026
BOSCHLTD,EQ,  41945.00,10-SEP-2025,  28610.00,30-MAR-2026
BPCL,EQ,    391.65,05-FEB-2026,    266.60,02-APR-2026
BPL,EQ,     93.84,27-JUN-2025,     37.61,30-MAR-2026
BRIGADE,EQ,    881.25,24-JUN-2025,    450.75,23-MAR-2026
BRIGHOTEL,EQ,     91.77,19-AUG-2025,     54.36,30-MAR-2026
BRITANNIA,EQ,   6336.00,04-SEP-2025,   5035.00,04-JUN-2026
BRNL,EQ,     26.50,24-NOV-2025,     16.66,30-MAR-2026
BSE,EQ,   4446.80,27-MAY-2026,   2021.50,26-SEP-2025
BSE500IETF,EQ,     41.64,06-JAN-2026,     34.50,02-APR-2026
BSL,EQ,    208.00,02-SEP-2025,     98.00,30-MAR-2026
BSLGOLDETF,EQ,    155.99,29-JAN-2026,     83.60,30-JUN-2025
BSLNIFTY,EQ,     31.45,05-JAN-2026,     25.70,30-MAR-2026
BSLSENETFG,EQ,     87.82,05-DEC-2025,     71.70,02-APR-2026
BSOFT,EQ,    474.00,11-FEB-2026,    306.40,18-MAY-2026
BTML,EQ,     10.50,18-SEP-2025,      5.06,27-MAR-2026
BTTL,EQ,     39.00,19-MAY-2026,     30.00,27-MAY-2026
BUILDPRO,EQ,   1244.00,20-APR-2026,    636.00,27-JAN-2026
BUTTERFLY,EQ,    823.85,06-NOV-2025,    565.80,21-JAN-2026
BVCL,EQ,     69.99,09-SEP-2025,     31.20,30-MAR-2026
CAMLINFINE,EQ,    333.30,26-JUN-2025,     96.21,30-MAR-2026
CAMPUS,EQ,    304.40,18-JUL-2025,    215.20,30-MAR-2026
CAMS,EQ,    875.00,30-JUN-2025,    611.40,23-MAR-2026
CANBK,EQ,    162.89,26-FEB-2026,    103.55,29-AUG-2025
CANFINHOME,EQ,    971.50,26-DEC-2025,    708.60,29-AUG-2025
CANHLIFE,EQ,    159.00,16-FEB-2026,    106.00,17-OCT-2025
CANTABIL,EQ,    321.50,06-FEB-2026,    208.50,29-MAY-2026
CAPACITE,EQ,    339.65,27-JUN-2025,    180.00,16-MAR-2026
CAPILLARY,EQ,    798.95,26-NOV-2025,    464.25,27-MAR-2026
CAPITALSFB,EQ,    330.65,22-JUL-2025,    206.55,30-MAR-2026
CAPLIPOINT,EQ,   2560.00,19-JUN-2026,   1500.30,30-MAR-2026
CARBORUNIV,EQ,   1306.90,19-JUN-2026,    735.20,23-MAR-2026
CARERATING,EQ,   1932.00,04-JUL-2025,   1392.70,23-MAR-2026
CARRARO,EQ,    667.55,16-APR-2026,    402.80,23-JUN-2025
CARTRADE,EQ,   3290.50,17-NOV-2025,   1557.00,27-JUN-2025
CARYSIL,EQ,   1247.90,19-JUN-2026,    732.10,21-JAN-2026
CASHIETF,EQ,   1068.00,23-JUN-2026,   1001.71,06-AUG-2025
CASTROLIND,EQ,    232.43,14-JUL-2025,    170.10,24-MAR-2026
CCAVENUE,EQ,     23.42,25-JUN-2025,     12.92,30-MAR-2026
CCCL,EQ,     28.87,17-SEP-2025,     12.76,30-MAR-2026
CCHHL,EQ,     20.99,10-JUL-2025,     10.03,30-MAR-2026
CCL,EQ,   1236.20,10-JUN-2026,    779.95,23-JUN-2025
CDSL,EQ,   1814.00,02-JUL-2025,   1116.30,30-MAR-2026
CEATLTD,EQ,   4438.00,23-OCT-2025,   3000.50,26-AUG-2025
CEIGALL,EQ,    390.80,19-JUN-2026,    222.61,09-DEC-2025
CEINSYS,EQ,   1249.90,20-APR-2026,    855.00,09-MAR-2026
CELEBRITY,EQ,     15.35,14-JUL-2025,      5.65,30-MAR-2026
CELLO,EQ,    673.80,30-OCT-2025,    365.00,29-MAY-2026
CEMPRO,EQ,   1291.60,23-JUN-2026,    503.30,23-MAR-2026
CENTENKA,EQ,    577.60,22-MAY-2026,    371.20,30-MAR-2026
CENTEXT,EQ,     34.75,10-OCT-2025,     15.67,30-MAR-2026
CENTRALBK,EQ,     40.92,26-FEB-2026,     29.32,02-JUN-2026
CENTRUM,EQ,     41.90,16-JUL-2025,     19.66,13-MAR-2026
CENTUM,EQ,   3749.80,23-JUN-2026,   2044.20,12-JAN-2026
CENTURYPLY,EQ,    859.00,03-FEB-2026,    618.50,23-MAR-2026
CERA,EQ,   7100.00,17-JUL-2025,   4461.10,16-MAR-2026
CESC,EQ,    204.50,04-MAY-2026,    138.12,27-JAN-2026
CEWATER,EQ,    656.00,28-JUL-2025,    235.00,16-MAR-2026
CGCL,EQ,    225.99,19-JUN-2026,    151.10,04-MAR-2026
CGPOWER,EQ,    969.90,18-JUN-2026,    525.50,27-JAN-2026
CHALET,EQ,   1082.00,01-AUG-2025,    691.35,30-MAR-2026
CHAMBLFERT,EQ,    580.70,03-SEP-2025,    399.75,16-MAR-2026
CHEMCON,EQ,    295.00,25-SEP-2025,    125.00,30-MAR-2026
CHEMICAL,EQ,     31.00,09-JUN-2026,     24.50,30-MAR-2026
CHEMPLASTS,EQ,    477.75,23-JUL-2025,    193.11,11-JUN-2026
CHENNPETRO,EQ,   1249.00,10-JUN-2026,    620.85,18-AUG-2025
CHEVIOT,EQ,   1370.50,07-MAY-2026,    898.00,30-MAR-2026
CHOICEGOLD,EQ,    175.49,29-JAN-2026,    115.79,30-MAR-2026
CHOICEIN,EQ,    860.50,05-JAN-2026,    568.70,23-MAR-2026
CHOLAFIN,EQ,   1831.50,06-JAN-2026,   1299.40,02-APR-2026
CHOLAHLDNG,EQ,   2231.60,02-JUL-2025,   1305.00,23-MAR-2026
CIEINDIA,EQ,    526.00,23-FEB-2026,    381.10,29-AUG-2025
CIFL,EQ,     43.90,23-JUN-2025,     20.42,02-APR-2026
CINELINE,EQ,     97.99,31-JUL-2025,     73.35,30-MAR-2026
CINEVISTA,EQ,     22.80,25-SEP-2025,     12.16,30-MAR-2026
CIPLA,EQ,   1673.00,23-OCT-2025,   1165.70,02-APR-2026
CLEAN,EQ,   1521.90,25-JUN-2025,    652.00,30-MAR-2026
CLEANMAX,EQ,   1533.60,22-JUN-2026,    727.10,30-MAR-2026
CLSEL,EQ,    395.75,01-JUL-2025,    203.75,30-MAR-2026
CMPDI,EQ,    264.00,23-JUN-2026,    150.16,07-APR-2026
CMRGREEN,EQ,    268.96,10-JUN-2026,    231.30,16-JUN-2026
CMSINFO,EQ,    541.15,17-JUL-2025,    261.90,30-MAR-2026
CNL,EQ,    799.00,15-DEC-2025,    525.00,30-MAR-2026
COALINDIA,EQ,    491.25,30-APR-2026,    368.65,28-AUG-2025
COASTCORP,EQ,     66.70,15-MAY-2026,     30.01,01-SEP-2025
COCHINSHIP,EQ,   2278.00,24-JUN-2025,   1187.00,30-MAR-2026
COCKERILL,EQ,  10871.50,10-JUN-2026,   4955.00,20-APR-2026
COFORGE,EQ,   1994.00,08-JUL-2025,   1008.10,17-MAR-2026
COHANCE,EQ,   1121.15,17-JUL-2025,    266.70,09-MAR-2026
COLPAL,EQ,   2504.00,04-SEP-2025,   1782.00,30-MAR-2026
COMFINTE,EQ,      9.19,14-MAY-2026,      5.61,16-JUN-2026
COMMOIETF,EQ,    110.56,26-MAY-2026,     86.29,23-JUN-2025
COMPUSOFT,EQ,     23.50,16-JUL-2025,     12.00,12-MAR-2026
COMSYN,EQ,    199.90,24-FEB-2026,    123.30,09-JUL-2025
CONCOR,EQ,    629.20,10-JUL-2025,    421.45,23-MAR-2026
CONCORDBIO,EQ,   1980.00,24-JUL-2025,    987.00,02-APR-2026
CONFIPET,EQ,     80.57,04-JUN-2026,     28.06,09-MAR-2026
CONS,EQ,     13.20,04-SEP-2025,     10.20,04-MAR-2026
CONSOFINVT,EQ,    254.00,05-JUN-2026,    152.00,09-DEC-2025
CONSUMBEES,EQ,    144.38,21-OCT-2025,    114.00,30-MAR-2026
CONSUMER,EQ,     12.87,08-SEP-2025,      9.69,02-APR-2026
CONSUMIETF,EQ,    141.27,30-APR-2026,     94.65,30-APR-2026
CONTROLPR,EQ,    917.50,15-JUL-2025,    517.00,30-MAR-2026
CORALFINAC,EQ,     52.49,23-JUL-2025,     25.01,30-MAR-2026
COROMANDEL,EQ,   2718.90,31-JUL-2025,   1706.50,08-JUN-2026
CORONA,EQ,   2100.70,17-JUN-2026,   1336.60,23-DEC-2025
COSMOFIRST,EQ,   1307.20,23-JUN-2025,    560.80,02-FEB-2026
COUNCODOS,EQ,      8.89,05-SEP-2025,      3.71,25-MAR-2026
CPEDU,EQ,    338.75,29-OCT-2025,    141.00,30-MAR-2026
CPPLUS,EQ,   3740.00,22-JUN-2026,   1015.00,05-AUG-2025
CPSEETF,EQ,    112.00,18-JUN-2026,     85.67,29-AUG-2025
CRAFTSMAN,EQ,   9938.00,19-JUN-2026,   5100.00,23-JUN-2025
CRAMC,EQ,    353.40,27-OCT-2025,    214.20,09-MAR-2026
CREATIVEYE,EQ,     10.58,27-JUN-2025,      5.41,30-MAR-2026
CREDITACC,EQ,   1568.00,05-MAY-2026,   1113.00,23-MAR-2026
CREST,EQ,    420.65,25-JUN-2025,    298.15,30-MAR-2026
CRISIL,EQ,   6139.00,27-JUN-2025,   3686.00,02-APR-2026
CRIZAC,EQ,    387.95,08-SEP-2025,    173.35,30-MAR-2026
CROMPTON,EQ,    362.00,27-JUN-2025,    217.40,30-JAN-2026
CROWN,EQ,    196.66,23-JUN-2025,    100.62,30-MAR-2026
CSBBANK,EQ,    574.40,05-JAN-2026,    324.80,16-MAR-2026
CSLFINANCE,EQ,    349.00,01-JUL-2025,    214.15,30-MAR-2026
CTE,EQ,     59.93,31-OCT-2025,     20.51,24-MAR-2026
CUB,EQ,    243.08,03-FEB-2026,    140.29,23-JUN-2025
CUBEXTUB,EQ,    143.69,30-DEC-2025,     73.10,30-MAR-2026
CUMMINSIND,EQ,   6100.00,29-MAY-2026,   3218.60,23-JUN-2025
CUPID,EQ,    182.70,23-JUN-2026,     18.18,23-JUN-2025
CURAA,EQ,    337.00,25-AUG-2025,     71.87,28-JAN-2026
CYBERTECH,EQ,    274.80,03-OCT-2025,     95.30,09-MAR-2026
CYIENT,EQ,   1327.40,25-JUN-2025,    750.30,30-MAR-2026
CYIENTDLM,EQ,    505.50,08-JUL-2025,    265.20,30-MAR-2026
DABUR,EQ,    577.00,04-SEP-2025,    403.35,02-APR-2026
DAICHI,EQ,    345.00,23-JUN-2026,    229.90,10-JUN-2026
DALBHARAT,EQ,   2496.30,17-SEP-2025,   1605.00,11-JUN-2026
DALMIASUG,EQ,    419.90,27-JUN-2025,    261.40,21-JAN-2026
DAMCAPITAL,EQ,    286.00,07-NOV-2025,    119.22,16-MAR-2026
DAMODARIND,EQ,     41.49,01-JUL-2025,     20.00,01-APR-2026
DANGEE,EQ,      6.34,01-JUL-2025,      2.53,01-FEB-2026
DATAMATICS,EQ,   1120.00,07-AUG-2025,    593.95,23-JUN-2025
DATAPATTNS,EQ,   4955.90,19-JUN-2026,   2131.00,27-JAN-2026
DAVANGERE,EQ,      5.50,22-JAN-2026,      3.03,10-OCT-2025
DBCORP,EQ,    291.85,01-JUL-2025,    184.51,30-MAR-2026
DBL,EQ,    585.00,24-SEP-2025,    382.05,27-MAR-2026
DBSTOCKBRO,EQ,     36.33,25-JUN-2025,     23.15,19-FEB-2026
DCAL,EQ,    321.95,23-SEP-2025,    128.50,30-MAR-2026
DCBBANK,EQ,    205.90,27-APR-2026,    119.51,28-AUG-2025
DCMSHRIRAM,EQ,   1502.30,24-JUL-2025,    945.10,09-MAR-2026
DCMSRIND,EQ,    181.90,01-OCT-2025,     31.90,24-MAR-2026
DCW,EQ,     87.20,27-JUN-2025,     37.11,30-MAR-2026
DCXINDIA,EQ,    302.70,23-JUN-2025,    153.30,30-MAR-2026
DDEVPLSTIK,EQ,    360.00,06-OCT-2025,    185.15,30-MAR-2026
DECCANCE,EQ,   1164.90,11-SEP-2025,    538.00,30-MAR-2026
DECNGOLD,EQ,    235.00,22-JUN-2026,    114.80,12-MAY-2026
DEEPAKFERT,EQ,   1778.60,03-JUL-2025,    866.40,23-MAR-2026
DEEPAKNTR,EQ,   2012.00,02-JUL-2025,   1280.00,30-MAR-2026
DEEPINDS,EQ,    578.00,03-SEP-2025,    330.00,13-MAR-2026
DEFENCE,EQ,     82.32,23-JUN-2026,     58.91,30-MAR-2026
DELHIVERY,EQ,    491.70,22-JUN-2026,    355.10,23-JUN-2025
DELPHIFX,EQ,     18.25,13-FEB-2026,      7.29,10-JUN-2026
DELTACORP,EQ,     98.80,20-AUG-2025,     48.30,30-MAR-2026
DELTAMAGNT,EQ,     99.79,01-JUL-2025,     45.51,30-MAR-2026
DEN,EQ,     42.60,16-JUL-2025,     22.52,30-MAR-2026
DENORA,EQ,    994.50,30-JUL-2025,    559.00,01-FEB-2026
DENTA,EQ,    479.60,07-OCT-2025,    222.00,09-MAR-2026
DEVIT,EQ,     50.89,21-AUG-2025,     22.25,02-MAR-2026
DEVX,EQ,     64.05,17-SEP-2025,     29.95,30-MAR-2026
DEVYANI,EQ,    191.00,11-SEP-2025,     91.55,02-APR-2026
DGCONTENT,EQ,     51.00,07-JUL-2025,     21.61,30-MAR-2026
DHAMPURSUG,EQ,    167.25,05-MAY-2026,    110.00,21-JAN-2026
DHANBANK,EQ,     35.17,03-JUN-2026,     19.45,30-MAR-2026
DHANUKA,EQ,   1975.00,01-AUG-2025,    889.60,30-MAR-2026
DHARMAJ,EQ,    386.50,25-AUG-2025,    210.65,27-JAN-2026
DHUNINV,EQ,   1575.00,24-JUL-2025,    667.10,30-MAR-2026
DIACABS,EQ,    219.00,16-JUN-2026,    101.67,23-JUN-2025
DIAMINESQ,EQ,    457.95,30-JUN-2025,    208.01,24-MAR-2026
DIAMONDYD,EQ,   1223.40,01-JAN-2026,    858.90,27-MAR-2026
DICIND,EQ,    666.75,27-JUN-2025,    450.50,19-JAN-2026
DIFFNKG,EQ,    418.20,11-SEP-2025,    216.80,19-MAR-2026
DIGIDRIVE,EQ,     36.85,01-AUG-2025,     16.10,27-MAR-2026
DIGITIDE,EQ,    279.69,23-JUL-2025,     69.90,23-MAR-2026
DIGJAMLMTD,EQ,     59.75,15-SEP-2025,     32.83,27-JUN-2025
DISAQ,EQ,  12796.80,28-APR-2026,  10851.00,08-JUN-2026
DIVGIITTS,EQ,    896.00,16-JUN-2026,    572.30,23-JUN-2025
DIVIDEND,EQ,     38.03,28-JAN-2026,     33.15,23-MAR-2026
DIVISLAB,EQ,   7071.50,08-JUL-2025,   5636.50,29-SEP-2025
DIVOPPBEES,EQ,     87.09,11-FEB-2026,     72.13,01-APR-2026
DIXON,EQ,  18471.00,25-SEP-2025,   9600.00,30-MAR-2026
DJML,EQ,    126.96,17-JUL-2025,     52.00,11-DEC-2025
DLF,EQ,    868.70,24-JUN-2025,    489.40,02-APR-2026
DLINKINDIA,EQ,    589.55,09-JUL-2025,    367.65,23-JAN-2026
DMART,EQ,   4949.50,04-SEP-2025,   3529.00,01-FEB-2026
DMCC,EQ,    350.00,13-AUG-2025,    191.35,30-MAR-2026
DNAMEDIA,EQ,      5.86,07-AUG-2025,      2.33,30-MAR-2026
DODLA,EQ,   1525.00,15-JUL-2025,    964.10,16-MAR-2026
DOLATALGO,EQ,    103.60,30-JUN-2025,     65.00,30-MAR-2026
DOLLAR,EQ,    429.90,15-JUL-2025,    220.50,30-MAR-2026
DOLPHIN,EQ,    501.95,04-NOV-2025,    322.00,10-DEC-2025
DOMS,EQ,   2770.00,04-SEP-2025,   2023.90,09-MAR-2026
DONEAR,EQ,    119.55,08-JUL-2025,     77.60,27-JAN-2026
DPABHUSHAN,EQ,   1729.60,29-JUL-2025,    866.10,20-MAY-2026
DPWIRES,EQ,    306.95,08-SEP-2025,    125.02,30-MAR-2026
DRAGARWQ,EQ,   6059.70,21-MAY-2026,   4600.00,21-MAY-2026
DRCSYSTEMS,EQ,     23.68,11-SEP-2025,     11.50,16-MAR-2026
DREAMFOLKS,EQ,    239.00,01-JUL-2025,     56.00,30-MAR-2026
DREDGECORP,EQ,   1286.00,04-JUN-2026,    538.00,15-OCT-2025
DRREDDY,EQ,   1375.90,29-APR-2026,   1148.40,21-JAN-2026
DSSL,EQ,   1924.80,25-MAY-2026,    781.00,30-MAR-2026
DTIL,EQ,    213.79,10-JUL-2025,    102.00,30-MAR-2026
DVL,EQ,    386.00,11-AUG-2025,    186.99,30-MAR-2026
DWARKESH,EQ,     53.09,05-MAY-2026,     32.13,21-JAN-2026
DYCL,EQ,    526.75,11-JUL-2025,    236.80,30-MAR-2026
DYNAMATECH,EQ,  12875.00,08-MAY-2026,   6320.00,26-AUG-2025
DYNPRO,EQ,    415.80,25-AUG-2025,    190.80,30-MAR-2026
E2E,EQ,    469.40,23-JUN-2026,    183.36,12-JAN-2026
EASEMYTRIP,EQ,     11.11,17-JUL-2025,      5.77,30-MAR-2026
EBANKNIFTY,EQ,     69.39,04-MAR-2026,     50.05,02-APR-2026
EBBETF0430,EQ,   1625.02,16-JUN-2026,   1232.00,29-AUG-2025
EBBETF0431,EQ,   1434.49,22-JUN-2026,   1358.13,01-JUL-2025
EBBETF0433,EQ,   1316.98,22-JUN-2026,   1242.60,26-JUN-2025
EBGNG,EQ,    565.00,23-JUN-2026,    239.00,27-JAN-2026
ECAPINSURE,EQ,     25.88,19-FEB-2026,     20.50,30-MAR-2026
ECLERX,EQ,   2497.50,03-FEB-2026,   1321.00,11-JUN-2026
EDELWEISS,EQ,    133.90,23-JUN-2026,     91.78,11-AUG-2025
EFCIL,EQ,    350.00,20-AUG-2025,    171.55,15-MAY-2026
EGOLD,EQ,    184.95,29-JAN-2026,     94.85,01-JUL-2025
EICHERMOT,EQ,   8230.00,27-FEB-2026,   5353.00,29-JUL-2025
EIDPARRY,EQ,   1246.80,31-JUL-2025,    698.20,19-JUN-2026
EIEL,EQ,    306.40,18-JUL-2025,    134.71,09-MAR-2026
EIHAHOTELS,EQ,    434.90,09-SEP-2025,    266.65,30-MAR-2026
EIHOTEL,EQ,    434.80,09-SEP-2025,    271.15,02-APR-2026
EIMCOELECO,EQ,   3019.90,07-JUL-2025,   1405.50,30-MAR-2026
EKC,EQ,    156.79,14-AUG-2025,     90.25,30-MAR-2026
ELANTAS,EQ,  10965.00,04-JUN-2026,   8900.00,18-MAY-2026
ELCIDIN,EQ, 137000.00,20-APR-2026, 111670.00,05-JUN-2026
ELDEHSG,EQ,   1044.10,01-JAN-2026,    691.20,03-SEP-2025
ELECON,EQ,    683.00,11-JUL-2025,    352.00,30-MAR-2026
ELECTCAST,EQ,    138.75,26-JUN-2025,     60.15,09-MAR-2026
ELECTHERM,EQ,   1280.40,24-JUN-2025,    551.00,30-MAR-2026
ELGIEQUIP,EQ,    633.85,29-MAY-2026,    408.25,21-JAN-2026
ELGIRUBCO,EQ,     90.50,01-SEP-2025,     32.72,30-MAR-2026
ELIN,EQ,    234.00,23-SEP-2025,     93.65,30-MAR-2026
ELIQUID,EQ,   1043.00,18-MAR-2026,    996.00,13-OCT-2025
ELITECON,EQ,     46.40,21-APR-2026,     26.04,09-JUN-2026
ELLEN,EQ,    637.70,14-JUL-2025,    175.00,17-MAR-2026
ELM250,EQ,     19.20,09-SEP-2025,     14.43,02-APR-2026
ELPROINTL,EQ,    177.50,25-MAY-2026,     86.00,20-APR-2026
EMAMILTD,EQ,    634.20,21-AUG-2025,    376.40,08-JUN-2026
EMAMIPAP,EQ,    122.00,26-AUG-2025,     55.00,30-MAR-2026
EMBDL,EQ,    128.00,25-JUN-2025,     39.46,30-MAR-2026
EMCURE,EQ,   1902.70,23-JUN-2026,   1228.90,07-JUL-2025
EMIL,EQ,    168.50,22-SEP-2025,     84.90,27-JAN-2026
EMKAY,EQ,    409.90,24-SEP-2025,    186.00,30-MAR-2026
EMMBI,EQ,    117.00,23-JUL-2025,     60.30,30-MAR-2026
EMMVEE,EQ,    352.00,15-JUN-2026,    171.51,18-DEC-2025
EMSLIMITED,EQ,    655.00,21-JUL-2025,    256.05,10-MAR-2026
EMUDHRA,EQ,    836.55,25-JUL-2025,    364.55,30-MAR-2026
EMULTIMQ,EQ,     44.97,01-JUL-2025,     36.25,23-MAR-2026
ENDURANCE,EQ,   3079.90,09-SEP-2025,   2142.80,02-APR-2026
ENERGY,EQ,     42.82,29-MAY-2026,     29.00,25-MAR-2026
ENERGYDEV,EQ,     29.69,19-NOV-2025,     13.15,30-MAR-2026
ENEXT50,EQ,     73.70,29-MAY-2026,     68.59,11-JUN-2026
ENGINERSIN,EQ,    267.00,07-MAY-2026,    163.55,27-JAN-2026
ENIFTY,EQ,     27.99,27-APR-2026,     22.28,02-APR-2026
ENIL,EQ,    174.58,28-AUG-2025,     98.57,30-MAR-2026
ENRIN,EQ,   3968.00,29-MAY-2026,   2115.00,23-JAN-2026
ENTERO,EQ,   1390.00,25-MAY-2026,    944.00,29-DEC-2025
EPACK,EQ,    414.90,08-AUG-2025,    196.15,30-MAR-2026
EPACKPEB,EQ,    344.00,07-NOV-2025,    132.17,30-MAR-2026
EPIGRAL,EQ,   2114.00,30-JUL-2025,    807.00,30-MAR-2026
EPL,EQ,    251.00,01-JUL-2025,    176.40,16-MAR-2026
EQUAL200,EQ,     13.96,05-DEC-2025,     11.75,02-APR-2026
EQUAL50,EQ,    341.70,12-JAN-2026,    295.16,02-APR-2026
EQUAL50ADD,EQ,    361.00,27-MAR-2026,    304.78,02-APR-2026
EQUITASBNK,EQ,     80.14,16-JUN-2026,     50.00,01-SEP-2025
ERIS,EQ,   1885.00,30-JUL-2025,   1200.00,28-APR-2026
ESABINDIA,EQ,   7319.50,07-MAY-2026,   4710.00,07-NOV-2025
ESAFSFB,EQ,     37.20,22-JUN-2026,     19.78,30-MAR-2026
ESCORTS,EQ,   4180.00,04-SEP-2025,   2700.00,02-JUN-2026
ESENSEX,EQ,     88.05,27-NOV-2025,     71.87,02-APR-2026
ESG,EQ,     45.06,05-JAN-2026,     37.52,06-APR-2026
ESILVER,EQ,    375.00,29-JAN-2026,    105.83,27-JUN-2025
ESSARSHPNG,EQ,     43.26,30-OCT-2025,     21.60,30-MAR-2026
ESTER,EQ,    132.60,07-JUL-2025,     68.55,30-MAR-2026
ETERNAL,EQ,    368.45,16-OCT-2025,    212.60,16-MAR-2026
ETHOSLTD,EQ,   3245.90,27-NOV-2025,   1919.40,16-MAR-2026
EUREKAFORB,EQ,    668.30,28-NOV-2025,    403.20,09-MAR-2026
EUROBOND,EQ,    254.50,19-AUG-2025,    126.30,30-MAR-2026
EUROPRATIK,EQ,    390.00,17-NOV-2025,    205.10,30-JAN-2026
EVEREADY,EQ,    475.20,05-SEP-2025,    259.65,30-MAR-2026
EVERESTIND,EQ,    750.00,24-SEP-2025,    284.90,30-MAR-2026
EVIETF,EQ,     33.75,18-SEP-2025,     23.56,07-JUL-2025
EVINDIA,EQ,     32.56,09-JAN-2026,     26.20,30-MAR-2026
EXCELINDUS,EQ,   1440.00,30-JUL-2025,    800.05,30-MAR-2026
EXCELSOFT,EQ,    142.59,26-NOV-2025,     66.40,30-MAR-2026
EXICOM,EQ,    206.20,25-JUN-2025,     75.60,30-MAR-2026
EXIDEIND,EQ,    431.00,10-SEP-2025,    287.00,30-MAR-2026
EXPLEOSOL,EQ,   1370.90,01-JUL-2025,    640.00,30-MAR-2026
EXXARO,EQ,     10.33,07-NOV-2025,      6.00,15-APR-2026
FABTECH,EQ,    262.80,28-OCT-2025,    132.70,23-MAR-2026
FACT,EQ,   1058.60,16-JUN-2026,    652.10,09-MAR-2026
FAIRCHEMOR,EQ,   1102.70,30-JUN-2025,    428.05,30-MAR-2026
FAZE3Q,EQ,    747.95,24-JUL-2025,    322.10,09-JAN-2026
FCL,EQ,     47.18,23-JUN-2026,     19.10,30-MAR-2026
FDC,EQ,    527.80,19-SEP-2025,    312.95,30-MAR-2026
FEDDERSHOL,EQ,     41.00,18-JUN-2026,     32.06,27-MAY-2026
FEDERALBNK,EQ,    324.90,19-JUN-2026,    185.11,04-AUG-2025
FEDFINA,EQ,    178.48,14-JAN-2026,    113.01,23-JUN-2025
FERMENTA,EQ,    359.30,23-JUN-2026,    248.85,04-MAY-2026
FIBERWEB,EQ,     59.26,23-JUN-2025,     26.85,11-JUN-2026
FIEMIND,EQ,   2555.30,11-FEB-2026,   1794.00,11-AUG-2025
FILATEX,EQ,     66.10,04-NOV-2025,     36.26,30-MAR-2026
FINCABLES,EQ,   1203.90,22-JUN-2026,    700.80,30-JAN-2026
FINEORG,EQ,   5494.00,15-JUL-2025,   3856.00,27-JAN-2026
FINIETF,EQ,     33.82,08-MAY-2026,     27.40,02-APR-2026
FINKURVE,EQ,    134.90,06-OCT-2025,     48.02,30-MAR-2026
FINOPB,EQ,    339.00,21-OCT-2025,    110.03,25-MAR-2026
FINPIPE,EQ,    222.50,15-SEP-2025,    147.54,30-MAR-2026
FIRSTCRY,EQ,    438.70,08-SEP-2025,    207.05,19-FEB-2026
FISCHER,EQ,    124.70,24-SEP-2025,     31.05,09-JUN-2026
FIVESTAR,EQ,    795.00,30-JUN-2025,    338.15,23-MAR-2026
FLAIR,EQ,    357.00,30-JUL-2025,    245.00,23-JUN-2025
FLEXIADD,EQ,     11.90,16-OCT-2025,      8.73,30-MAR-2026
FLUOROCHEM,EQ,   3928.40,23-SEP-2025,   2916.60,28-JAN-2026
FMCGADD,EQ,     51.09,15-JUN-2026,     47.87,08-JUN-2026
FMCGIETF,EQ,     62.30,04-SEP-2025,     48.55,30-MAR-2026
FMGOETZE,EQ,    622.00,01-JUL-2025,    358.00,23-MAR-2026
FOCUS,EQ,    118.00,26-JUN-2025,     57.06,27-MAR-2026
FOODSIN,EQ,    128.45,26-JUN-2025,     44.00,30-MAR-2026
FORCEMOT,EQ,  26450.00,18-FEB-2026,  13627.00,24-JUN-2025
FORTIS,EQ,   1104.30,17-OCT-2025,    746.00,23-JUN-2025
FOSECOIND,EQ,   6846.00,08-SEP-2025,   4300.00,02-FEB-2026
FRACTAL,EQ,   1118.00,12-MAY-2026,    733.70,02-MAR-2026
FRONTSP,EQ,   1869.00,08-MAY-2026,   1376.00,19-JUN-2026
FSL,EQ,    403.80,25-JUN-2025,    202.00,02-MAR-2026
FUSION,EQ,    224.77,07-MAY-2026,    136.50,30-MAR-2026
GABRIEL,EQ,   1388.00,08-OCT-2025,    582.20,23-JUN-2025
GAEL,EQ,    177.92,11-MAY-2026,    101.20,14-OCT-2025
GAIL,EQ,    195.45,08-JUL-2025,    134.36,23-MAR-2026
